fig_num,name,inventory_id,set_num,set_name,year,parent_id,parent_theme,theme_id,theme
fig-000065,M:Tron,350,6989-1,Mega Core Magnetizer,1990,126,Space,136,M:Tron
fig-000065,M:Tron,1094,6956-1,Stellar Recon Voyager,1990,126,Space,136,M:Tron
fig-000065,M:Tron,1387,6923-1,Particle Ionizer,1990,126,Space,136,M:Tron
fig-000065,M:Tron,1437,6811-1,Pulsar Charger,1990,126,Space,136,M:Tron
fig-000065,M:Tron,4954,6896-1,Celestial Forager,1990,126,Space,136,M:Tron
fig-000065,M:Tron,10011,1478-1,Mobile Satellite Up-Link,1991,126,Space,136,M:Tron
fig-000065,M:Tron,11516,6862-1,Secret Space Voyager,1991,126,Space,136,M:Tron
fig-000065,M:Tron,13232,6704-1,Minifig Pack,1991,126,Space,143,Supplemental
fig-000065,M:Tron,13663,6877-1,Vector Detector,1990,126,Space,136,M:Tron
fig-000065,M:Tron,15639,6833-1,Beacon Tracer,1990,126,Space,136,M:Tron
fig-000065,M:Tron,20008,6833-1,Beacon Tracer,1990,126,Space,136,M:Tron
fig-000065,M:Tron,38961,6923-1,Particle Ionizer,1990,126,Space,136,M:Tron
fig-000066,Waiter,10478,71000-1,Waiter,2013,535,Collectible Minifigures,544,Series 9 Minifigures
fig-000068,Chief Wiggum (CMF),369,71005-15,Chief Wiggum,2014,535,Collectible Minifigures,550,The Simpsons Series 1
fig-000069,"Ninja, White",756,852769-1,Vintage Minifigure Collection Vol. 5,2010,535,Collectible Minifigures,535,Collectible Minifigures
fig-000069,"Ninja, White",1440,3053-1,Emperor's Stronghold,1999,434,Ninja,434,Ninja
fig-000069,"Ninja, White",4667,1269-1,White Ninja,1999,434,Ninja,434,Ninja
fig-000069,"Ninja, White",5944,2856223-1,Ninja Princess,2011,598,Promotional,157,Bricktober
fig-000069,"Ninja, White",9687,3076-1,White Ninja's Attack Cart,1999,434,Ninja,434,Ninja
fig-000069,"Ninja, White",13577,5000439-1,Vintage Minifigure Collection Vol. 3 - 2012 Edition,2012,535,Collectible Minifigures,535,Collectible Minifigures
fig-000070,Space Police I,728,6886-1,Galactic Peace Keeper,1989,126,Space,139,Space Police I
fig-000070,Space Police I,808,6895-1,Spy-Trak 1,1989,126,Space,139,Space Police I
fig-000070,Space Police I,5893,6781-1,SP-Striker,1989,126,Space,139,Space Police I
fig-000070,Space Police I,8252,6831-1,Message Decoder,1989,126,Space,139,Space Police I
fig-000070,Space Police I,10584,6955-1,Space Lock-Up Isolation Base,1989,126,Space,139,Space Police I
fig-000070,Space Police I,12670,6986-1,Mission Commander,1989,126,Space,139,Space Police I
fig-000070,Space Police I,13232,6704-1,Minifig Pack,1991,126,Space,143,Supplemental
fig-000071,Exploriens Droid with Helmet,15295,1858-1,Droid Scout,1996,126,Space,131,Exploriens
fig-000072,"Knight (Breastplate on Black) - Black Legs, Armor, Red Dragon Plume",16128,6009-1,Black Knight,1992,186,Castle,188,Black Knights
fig-000073,"Chef, Red Neckerchief, Light Bluish Gray Legs, Goatee Beard",1325,7178-1,Chef,2007,34,Make & Create,34,Make & Create
fig-000074,"Man, Green Jacket, Green Legs, Green Cap, Sunglasses",10897,6564-1,Recycle Truck,1997,50,Town,94,Town Jr.
fig-000075,"Stormtrooper, Plain Black Head, Pauldron and Neck Bracket",7595,8092-1,Luke's Landspeeder,2010,158,Star Wars,158,Star Wars
fig-000076,"Futuron Spaceman, Black with Airtanks and Dark Blue Visor",2759,6810-1,Laser Ranger,1989,126,Space,132,Futuron
fig-000076,"Futuron Spaceman, Black with Airtanks and Dark Blue Visor",13962,6703-1,Space Mini-Figures,1988,126,Space,143,Supplemental
fig-000076,"Futuron Spaceman, Black with Airtanks and Dark Blue Visor",14630,6885-1,Saturn Base Main Team (Crater Crawler),1988,126,Space,132,Futuron
fig-000077,"Doctor, White Shirt with Star of Life Logo, Blue Cap, Glasses",15012,30000-1,Doctor With Car,2009,52,City,60,Hospital
fig-000078,"Nute Gunray, Dark Red Robe",5428,852844-1,Star Wars Magnet Set,2010,501,Gear,501,Gear
fig-000078,"Nute Gunray, Dark Red Robe",13309,8036-1,Separatist Shuttle,2009,158,Star Wars,158,Star Wars
fig-000079,"Astronaut, White, White Hips, Helmet with Large Chrome Gold Visor, Headset",4408,1181-1,Space Port Spacecraft,1999,50,Town,93,Space Port
fig-000079,"Astronaut, White, White Hips, Helmet with Large Chrome Gold Visor, Headset",8068,1266-1,Space Probe,1999,50,Town,93,Space Port
fig-000079,"Astronaut, White, White Hips, Helmet with Large Chrome Gold Visor, Headset",9611,3069-1,Cosmic Wing,1999,50,Town,93,Space Port
fig-000080,Pretzel Girl (CMF),8705,71002-3,Pretzel Girl,2013,535,Collectible Minifigures,547,Series 11 Minifigures
fig-000081,Waylon Smithers (CMF),13110,71009-15,Smithers,2015,535,Collectible Minifigures,553,The Simpsons Series 2
fig-000082,Yeti (CMF),4455,71002-8,Yeti,2013,535,Collectible Minifigures,547,Series 11 Minifigures
fig-000083,Fangdam,4516,9445-1,Fangpyre Truck Ambush,2012,435,Ninjago,435,Ninjago
fig-000083,Fangdam,4712,9457-1,Fangpyre Wrecking Ball,2012,435,Ninjago,435,Ninjago
fig-000083,Fangdam,5567,9571-1,Fangdam,2012,435,Ninjago,435,Ninjago
fig-000083,Fangdam,94090,853404-1,Ninjago Magnet Set,2012,501,Gear,501,Gear
fig-000084,"Blue Torso, Light Grey Legs, Black Hair",4482,4150-1,Freestyle Building Set,1995,399,Freestyle,399,Freestyle
fig-000085,"Race Driver, Red Torso, Red Legs, Black Helmet, Zonic",3445,8357-1,Zonic Strike,2003,112,Racers,112,Racers
fig-000086,"UFO Droid, Blue",3414,6829-1,Radon Rover,1997,126,Space,144,UFO
fig-000086,"UFO Droid, Blue",4952,6975-1,Alien Avenger,1997,126,Space,144,UFO
fig-000086,"UFO Droid, Blue",12148,3012-1,Space Hover,1999,126,Space,144,UFO
fig-000086,"UFO Droid, Blue",12335,4305-1,Xcyber,1997,126,Space,144,UFO
fig-000086,"UFO Droid, Blue",13187,6818-1,Cyborg Scout,1997,126,Space,144,UFO
fig-000086,"UFO Droid, Blue",14965,6816-1,Cyber Blaster,1997,126,Space,144,UFO
fig-000086,"UFO Droid, Blue",16341,6800-1,Cyber Blaster,1997,126,Space,144,UFO
fig-000087,"Fireman, Black Fire Jacket with Reflective Stripes, Radio, and Badge, White Helmet with Visor, Cheek Lines",12298,7213-1,Off-Road Fire Truck & Fireboat,2010,52,City,58,Fire
fig-000088,"Futuron Spaceman, Yellow with Airtanks and Dark Blue Visor",2757,1620-1,Astro Dart,1990,126,Space,132,Futuron
fig-000088,"Futuron Spaceman, Yellow with Airtanks and Dark Blue Visor",5210,6850-1,Auxiliary Patroller,1989,126,Space,132,Futuron
fig-000088,"Futuron Spaceman, Yellow with Airtanks and Dark Blue Visor",5922,6932-1,Stardefender 200,1987,126,Space,132,Futuron
fig-000088,"Futuron Spaceman, Yellow with Airtanks and Dark Blue Visor",6292,6848-1,Strategic Pursuer,1988,126,Space,132,Futuron
fig-000088,"Futuron Spaceman, Yellow with Airtanks and Dark Blue Visor",8418,6770-1,Lunar Transporter Patroller,1988,126,Space,132,Futuron
fig-000088,"Futuron Spaceman, Yellow with Airtanks and Dark Blue Visor",10096,6830-1,Space Patroller,1988,126,Space,132,Futuron
fig-000088,"Futuron Spaceman, Yellow with Airtanks and Dark Blue Visor",10377,6990-1,Monorail Transport System,1988,126,Space,132,Futuron
fig-000088,"Futuron Spaceman, Yellow with Airtanks and Dark Blue Visor",11441,6875-1,Hovercraft,1988,126,Space,132,Futuron
fig-000088,"Futuron Spaceman, Yellow with Airtanks and Dark Blue Visor",12243,6893-1,Orion II Hyperspace,1987,126,Space,132,Futuron
fig-000088,"Futuron Spaceman, Yellow with Airtanks and Dark Blue Visor",13547,6953-1,Cosmic Laser Launcher,1987,126,Space,132,Futuron
fig-000088,"Futuron Spaceman, Yellow with Airtanks and Dark Blue Visor",13962,6703-1,Space Mini-Figures,1988,126,Space,143,Supplemental
fig-000088,"Futuron Spaceman, Yellow with Airtanks and Dark Blue Visor",15127,6925-1,Interplanetary Rover,1988,126,Space,132,Futuron
fig-000088,"Futuron Spaceman, Yellow with Airtanks and Dark Blue Visor",59515,6990-1,Monorail Transport System,1988,126,Space,132,Futuron
fig-000089,Video Game Guy (CMF),14436,71007-4,Video Game Guy,2014,535,Collectible Minifigures,548,Series 12 Minifigures
fig-000090,"Coast Guard, Yellow Jacket with Zipper, Radio and Badge, Light Bluish Gray Helmet, Yellow Life Vest, Sunglasses",575,5621-1,Coast Guard Kayak,2008,52,City,55,Coast Guard
fig-000092,Marsha Queen of the Mermaids (CMF),9244,71004-16,Marsha Queen of the Mermaids,2014,535,Collectible Minifigures,549,The LEGO Movie
fig-000093,Ogel with Trans-red Hook,2642,4795-1,Ogel Underwater Base and AT Sub,2002,304,Alpha Team,305,Mission Deep Sea
fig-000093,Ogel with Trans-red Hook,3532,4798-1,Evil Ogel Attack,2002,304,Alpha Team,305,Mission Deep Sea
fig-000093,Ogel with Trans-red Hook,4375,4796-1,Ogel Mutant Squid,2002,304,Alpha Team,305,Mission Deep Sea
fig-000093,Ogel with Trans-red Hook,8852,1427-1,Ogel Marine Slizer,2002,304,Alpha Team,305,Mission Deep Sea
fig-000094,Dr. Hibbert (CMF),14695,71009-16,Dr Hibbert,2015,535,Collectible Minifigures,553,The Simpsons Series 2
fig-000096,Dash,2642,4795-1,Ogel Underwater Base and AT Sub,2002,304,Alpha Team,305,Mission Deep Sea
fig-000096,Dash,2995,1425-1,Dash Jet Sub,2002,304,Alpha Team,305,Mission Deep Sea
fig-000096,Dash,7068,4800-1,Jet Sub,2002,304,Alpha Team,305,Mission Deep Sea
fig-000096,Dash,15020,3391-1,"Dash, Mission Deep Sea, Chupa Chups Promotional",2003,304,Alpha Team,305,Mission Deep Sea
fig-000097,"Knight (Knights Kingdom I) - Cedric the Bull, Chrome Helmet, Horn",791,4818-1,Dragon Rider,2000,186,Castle,197,Knights Kingdom I
fig-000099,"Astronaut, White, Light Gray Hips, Helmet with Breastplate and Large Chrome Gold Visor, Headset",4132,Maine-1,Maine Space Grant Consortium Promotional Astronaut Polybag,1999,50,Town,93,Space Port
fig-000099,"Astronaut, White, Light Gray Hips, Helmet with Breastplate and Large Chrome Gold Visor, Headset",10010,6463-1,Lunar Rover,1999,50,Town,93,Space Port
fig-000099,"Astronaut, White, Light Gray Hips, Helmet with Breastplate and Large Chrome Gold Visor, Headset",10115,6457-1,Astronaut Figure,1999,50,Town,93,Space Port
fig-000100,"Man, Blue Torso, Black Legs, Red Hard Hat",411,6678-1,Excavator,1980,50,Town,67,Classic Town
fig-000100,"Man, Blue Torso, Black Legs, Red Hard Hat",9425,6648-2,Dump Truck,1980,50,Town,67,Classic Town
fig-000102,"Space Port Ground Grew, White Jacket, Black Legs, White Hard Hat, Beard and Glasses",88,6455-1,Space Simulation Station,1999,50,Town,93,Space Port
fig-000102,"Space Port Ground Grew, White Jacket, Black Legs, White Hard Hat, Beard and Glasses",3394,6452-1,Mini Rocket Launcher,1999,50,Town,93,Space Port
fig-000102,"Space Port Ground Grew, White Jacket, Black Legs, White Hard Hat, Beard and Glasses",15287,6456-1,Mission Control,1999,50,Town,93,Space Port
fig-000103,"Astronaut, White, Light Gray Hips, Helmet with Large Chrome Gold Visor, Headset",88,6455-1,Space Simulation Station,1999,50,Town,93,Space Port
fig-000103,"Astronaut, White, Light Gray Hips, Helmet with Large Chrome Gold Visor, Headset",9555,6454-1,Countdown Corner,1999,50,Town,93,Space Port
fig-000103,"Astronaut, White, Light Gray Hips, Helmet with Large Chrome Gold Visor, Headset",9999,6465-1,Space Port Jet,1999,50,Town,93,Space Port
fig-000104,"Racer, Plain Black, White Helmet (3842b Helmet)",16416,6604-1,Formula-I Racer,1985,50,Town,67,Classic Town
fig-000105,"Spaceman, Doc",354,7315-1,Solar Explorer,2001,126,Space,135,Life On Mars
fig-000105,"Spaceman, Doc",4605,7312-1,T3-Trike,2001,126,Space,135,Life On Mars
fig-000105,"Spaceman, Doc",69968,7400-1,Life on Mars Clock,2001,501,Gear,501,Gear
fig-000106,"Blacktron II - Jetpack, 3626a Head",9010,6812-1,Grid Trekkor,1991,126,Space,129,Blacktron II
fig-000106,"Blacktron II - Jetpack, 3626a Head",10484,6878-1,Sub Orbital Guardian,1991,126,Space,129,Blacktron II
fig-000107,"Blacktron II - Jetpack, 3626b Head",38835,6812-1,Grid Trekkor,1991,126,Space,129,Blacktron II
fig-000107,"Blacktron II - Jetpack, 3626b Head",38838,6878-1,Sub Orbital Guardian,1991,126,Space,129,Blacktron II
fig-000108,"Policeman, Black Jacket with Zipper, Radio, and Badge, White Hat, Sunglasses",2390,30002-1,Police Boat,2009,52,City,61,Police
fig-000109,Cole (The Golden Weapons),647,2263-1,Turbo Shredder,2011,435,Ninjago,435,Ninjago
fig-000109,Cole (The Golden Weapons),755,2516-1,Ninja Training Outpost,2011,435,Ninjago,435,Ninjago
fig-000109,Cole (The Golden Weapons),14527,2112-1,Cole,2011,435,Ninjago,435,Ninjago
fig-000109,Cole (The Golden Weapons),82386,853102-1,Ninjago Magnet Set,2011,501,Gear,501,Gear
fig-000110,Mermaid,1856,71000-12,Mermaid,2013,535,Collectible Minifigures,544,Series 9 Minifigures
fig-000111,Zane DX,6325,2171-1,Zane DX,2011,435,Ninjago,435,Ninjago
fig-000111,Zane DX,6326,2260-1,Ice Dragon Attack,2011,435,Ninjago,435,Ninjago
fig-000111,Zane DX,28058,2171-1,Zane DX,2011,435,Ninjago,435,Ninjago
fig-000112,LEGOLAND Red with Black hat,6398,615-2,Fork Lift with Driver,1975,411,Legoland,416,Construction
fig-000112,LEGOLAND Red with Black hat,7507,425-1,Fork Lift,1976,411,Legoland,416,Construction
fig-000112,LEGOLAND Red with Black hat,15265,696-1,Bus Stop,1976,411,Legoland,423,Vehicle
fig-000113,Ice Planet - White Hair,1454,6879-1,Blizzard Baron,1993,126,Space,133,Ice Planet 2002
fig-000113,Ice Planet - White Hair,4652,6898-1,Ice-Sat V,1993,126,Space,133,Ice Planet 2002
fig-000113,Ice Planet - White Hair,7731,3014-1,Ice Planet Scooter,1999,126,Space,133,Ice Planet 2002
fig-000113,Ice Planet - White Hair,8838,6973-1,Deep Freeze Defender,1993,126,Space,133,Ice Planet 2002
fig-000113,Ice Planet - White Hair,9477,1731-1,Ice Planet Scooter,1994,126,Space,133,Ice Planet 2002
fig-000113,Ice Planet - White Hair,9598,6814-1,Ice Tunnelator,1993,126,Space,133,Ice Planet 2002
fig-000113,Ice Planet - White Hair,10983,1711-1,Ice Planet Scooter,1994,126,Space,133,Ice Planet 2002
fig-000113,Ice Planet - White Hair,15708,6983-1,Ice Station Odyssey,1993,126,Space,133,Ice Planet 2002
fig-000114,Spyrius,2507,6939-1,Saucer Centurion,1994,126,Space,142,Spyrius
fig-000114,Spyrius,5786,3013-1,Space Jet,1999,126,Space,142,Spyrius
fig-000114,Spyrius,7701,1843-2,Spyrius Fold-Wing Spacecraft,1996,126,Space,142,Spyrius
fig-000114,Spyrius,7716,1954-1,Surveillance Scooter,1995,126,Space,142,Spyrius
fig-000114,Spyrius,8681,6705-1,Space Explorers,1994,126,Space,143,Supplemental
fig-000114,Spyrius,9235,1714-1,Surveillance Scooter,1995,126,Space,142,Spyrius
fig-000114,Spyrius,10569,6949-1,Robo-Guardian,1994,126,Space,142,Spyrius
fig-000114,Spyrius,14899,6835-1,Saucer Scout,1994,126,Space,142,Spyrius
fig-000114,Spyrius,15336,6959-1,Lunar Launch Site,1994,126,Space,142,Spyrius
fig-000114,Spyrius,23891,6939-1,Saucer Centurion,1994,126,Space,142,Spyrius
fig-000114,Spyrius,25854,6949-1,Robo-Guardian,1994,126,Space,142,Spyrius
fig-000114,Spyrius,92665,6959-1,Lunar Launch Site,1994,126,Space,142,Spyrius
fig-000115,TC-4,9480,5002122-1,TC-4,2014,158,Star Wars,158,Star Wars
fig-000116,"Arctic Crew, Black, White Cap",1207,6575-1,Polar Base,2000,50,Town,51,Arctic
fig-000117,Sumo Wrestler (CMF),11683,8803-7,Sumo Wrestler,2011,535,Collectible Minifigures,538,Series 3 Minifigures
fig-000119,Spaceman (23318 Visor),11086,7310-1,Mono Jet,2001,126,Space,135,Life On Mars
fig-000121,"White Torso, Red Legs, Black Hair",7879,9707-1,Intelligent House Building Set,1996,507,Educational and Dacta,507,Educational and Dacta
fig-000122,Legolas Greenleaf,3650,79017-1,The Battle of the Five Armies,2014,561,The Hobbit and Lord of the Rings,562,The Hobbit
fig-000122,Legolas Greenleaf,4856,79001-1,Escape from Mirkwood Spiders,2012,561,The Hobbit and Lord of the Rings,562,The Hobbit
fig-000122,Legolas Greenleaf,13466,30215-1,Legolas Greenleaf,2013,561,The Hobbit and Lord of the Rings,562,The Hobbit
fig-000123,Snap Lockitt,373,6734-1,Beach Cruiser,2002,407,Island Xtreme Stunts,407,Island Xtreme Stunts
fig-000123,Snap Lockitt,3582,3388-1,Xtreme Stunts Snap Lockitt Chupa Chups Promotional,2003,407,Island Xtreme Stunts,407,Island Xtreme Stunts
fig-000123,Snap Lockitt,14724,6733-1,Snap's Cruiser,2002,407,Island Xtreme Stunts,407,Island Xtreme Stunts
fig-000123,Snap Lockitt,14845,6735-1,Air Chase,2002,407,Island Xtreme Stunts,407,Island Xtreme Stunts
fig-000123,Snap Lockitt,15186,6736-1,Beach Lookout,2002,407,Island Xtreme Stunts,407,Island Xtreme Stunts
fig-000124,"Chewbacca, Reddish Brown",275,4426075-1,Star Wars Clock,2008,501,Gear,501,Gear
fig-000124,"Chewbacca, Reddish Brown",454,6212-1,X-wing Fighter,2006,158,Star Wars,158,Star Wars
fig-000124,"Chewbacca, Reddish Brown",2338,852554-1,Star Wars Magnet Set,2008,501,Gear,501,Gear
fig-000124,"Chewbacca, Reddish Brown",2540,7879-1,Hoth Echo Base,2011,158,Star Wars,158,Star Wars
fig-000124,"Chewbacca, Reddish Brown",4829,4504-2,Millennium Falcon (Black Box Version),2004,158,Star Wars,158,Star Wars
fig-000124,"Chewbacca, Reddish Brown",5458,8038-1,The Battle of Endor,2009,158,Star Wars,158,Star Wars
fig-000124,"Chewbacca, Reddish Brown",5938,7965-1,Millennium Falcon,2011,158,Star Wars,158,Star Wars
fig-000124,"Chewbacca, Reddish Brown",6146,10236-1,Ewok Village,2013,158,Star Wars,171,Ultimate Collector Series
fig-000124,"Chewbacca, Reddish Brown",6409,10179-1,Millennium Falcon,2007,158,Star Wars,171,Ultimate Collector Series
fig-000124,"Chewbacca, Reddish Brown",6789,5002212-1,Chewbacca Buildable Watch with Toy,2013,501,Gear,501,Gear
fig-000124,"Chewbacca, Reddish Brown",8447,4504-1,Millennium Falcon (Blue Box Version),2004,158,Star Wars,158,Star Wars
fig-000124,"Chewbacca, Reddish Brown",10541,9516-1,Jabba’s Palace,2012,158,Star Wars,158,Star Wars
fig-000124,"Chewbacca, Reddish Brown",14596,COMCON008-1,Collectible Display Set 3,2009,158,Star Wars,158,Star Wars
fig-000124,"Chewbacca, Reddish Brown",15042,10188-1,Death Star,2008,158,Star Wars,171,Ultimate Collector Series
fig-000124,"Chewbacca, Reddish Brown",15345,7260-1,Wookiee Catamaran,2005,158,Star Wars,158,Star Wars
fig-000124,"Chewbacca, Reddish Brown",61432,9516-1,Jabba’s Palace,2012,158,Star Wars,158,Star Wars
fig-000124,"Chewbacca, Reddish Brown",89101,5005322-1,Chewbacca Buildable Watch with Toy,2017,501,Gear,501,Gear
fig-000124,"Chewbacca, Reddish Brown",126421,10188-1,Death Star,2008,158,Star Wars,171,Ultimate Collector Series
fig-000124,"Chewbacca, Reddish Brown",143224,7879-1,Hoth Echo Base,2011,158,Star Wars,158,Star Wars
fig-000125,Worriz in Fire Chi Outfit,226,391412-1,Worriz,2014,571,Legends of Chima,571,Legends of Chima
fig-000125,Worriz in Fire Chi Outfit,10136,850913-1,Fire and Ice Minifigure Accessory Set,2014,571,Legends of Chima,571,Legends of Chima
fig-000125,Worriz in Fire Chi Outfit,12832,30265-1,Worriz' Fire Bike,2014,571,Legends of Chima,571,Legends of Chima
fig-000125,Worriz in Fire Chi Outfit,13061,70149-1,Scorching Blades,2014,571,Legends of Chima,572,Speedorz
fig-000126,"Racer, Yellow and White Outfit with Tiger, Black Diving Helmet with Visor",4159,6616-1,Rocket Dragster,2000,50,Town,91,Race
fig-000126,"Racer, Yellow and White Outfit with Tiger, Black Diving Helmet with Visor",14614,6519-1,Turbo Tiger,2000,50,Town,91,Race
fig-000127,"Construction Worker, Blue Overalls, Red Hard Hat",1934,6507-1,Mini Dumper,1989,50,Town,67,Classic Town
fig-000127,"Construction Worker, Blue Overalls, Red Hard Hat",5128,6352-1,Cargomaster Crane,1991,50,Town,67,Classic Town
fig-000127,"Construction Worker, Blue Overalls, Red Hard Hat",7031,6532-1,Diesel Dumper,1991,50,Town,67,Classic Town
fig-000127,"Construction Worker, Blue Overalls, Red Hard Hat",8873,6377-1,Delivery Center,1985,50,Town,67,Classic Town
fig-000128,"Man, White Vest with Truck, Blue Legs, Red Cap (3626a Head)",12261,6641-1,4-Wheelin' Truck,1987,50,Town,67,Classic Town
fig-000129,Director,660,4059-1,Director,2001,273,Studios,273,Studios
fig-000129,Director,1036,1421-1,Director's Copter (Kabaya Promotional),2001,273,Studios,273,Studios
